Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count total super member accounts balance,Average total super member accounts balance,Median total super member accounts balance
2834,890,890,39333,32786,0.73,647,43057,36488,0.15,134,3876,651,890,43080,35212,890,1704,398,0.11,97,72976,21308,0.11,102,57100,14644,0.65,582,9970,5981,1149,51372,19221
2835,2259,2259,67871,53785,0.83,1885,71690,61705,0.16,369,-3357,-1291,2259,70579,57153,2259,2338,772,0.08,186,101035,36053,0.08,181,75247,25032,0.78,1773,21125,15698,2686,100468,51128
2836,313,313,53840,41811,0.74,231,46216,41500,0.08,24,-2521,-2192,313,57445,42932,313,2092,301,0.18,55,142203,27413,0.17,53,91433,12810,0.76,237,13554,8429,437,66506,19591
2839,467,467,48796,42478,0.79,368,48542,44374,0.11,52,-1657,-100,467,52174,45830,467,1959,429,0.12,54,118712,52486,0.1,47,117989,66589,0.78,365,11935,8657,695,56346,19201
2840,1308,1308,53334,46070,0.79,1029,51192,48091,0.16,209,473,-18,1308,58317,49168,1308,3337,584,0.12,151,109655,45677,0.11,144,87285,28038,0.79,1032,13672,9736,1690,70157,27971
2842,270,270,36283,31102,0.6,163,46029,43480,0.14,38,1295,-660,270,39722,33252,270,1390,258,0.14,38,118838,42931,0.13,35,115126,25214,0.61,165,9793,7006,306,74918,34060
2843,711,711,39076,31605,0.69,489,43470,38297,0.15,105,-611,-1176,711,43914,34416,711,2825,442,0.14,98,96828,27380,0.14,96,91317,27252,0.62,441,11462,7011,734,109954,42055
2844,647,647,47958,37646,0.65,421,44501,40670,0.14,89,823,1443,647,51435,40612,647,2496,450,0.12,79,119915,38000,0.13,81,102081,32613,0.68,438,15049,8621,659,100873,41474
2845,1018,1018,54601,44178,0.83,847,60759,50120,0.07,76,-2104,-290,1018,56794,46418,1018,2118,908,0.07,72,129371,27954,0.07,70,121764,31778,0.76,772,15418,10800,1184,117498,53685
2846,136,136,39421,29415,0.72,98,40476,35744,0.12,17,2491,951,136,41638,33254,136,1985,340,0.17,23,36671,17303,0.18,24,27636,10471,0.6,82,11593,7164,161,119310,55930
2847,1095,1095,50981,39830,0.83,906,56805,46752,0.08,92,-1661,-495,1095,52926,42107,1095,1837,807,0.06,70,41034,20829,0.06,71,36020,18313,0.71,782,14698,9684,1304,122373,52051
2848,544,544,41279,31134,0.7,382,48351,38910,0.08,43,2252,248,544,42989,32492,544,1631,386,0.09,48,105524,29356,0.08,46,92688,16900,0.61,333,12648,7143,685,102886,38393
2849,773,773,46025,34085,0.64,496,56324,44700,0.15,116,856,-782,773,49164,36558,773,2121,546,0.19,147,79447,23855,0.19,145,68970,25521,0.62,483,15625,9125,846,132901,56242
2850,9647,9647,54571,41021,0.78,7560,59428,46648,0.16,1540,-210,-1060,9647,57278,43050,9647,2429,768,0.11,1040,80739,31624,0.11,1034,66393,24546,0.72,6934,16907,10141,10689,119617,50584
2852,1735,1735,48993,36941,0.76,1311,58774,44983,0.13,230,446,102,1735,52119,39752,1735,2325,633,0.1,170,98371,27618,0.1,168,90605,33092,0.68,1174,15285,9001,1987,109828,48341
2864,476,476,47314,40070,0.7,335,52744,48060,0.12,59,-746,0,476,50008,42784,476,2478,584,0.1,49,73263,34299,0.09,45,71942,41304,0.69,328,13553,9646,505,125290,61329
2865,463,463,48299,40887,0.71,331,51478,48049,0.13,62,58,-186,463,51644,43520,463,2470,509,0.08,37,147513,62041,0.08,37,119201,47381,0.7,326,14004,10102,489,110445,58136
2866,1630,1630,48511,40058,0.73,1198,50482,44102,0.16,257,1618,-376,1630,51755,42774,1630,2564,645,0.1,160,94485,41589,0.1,159,80234,29462,0.71,1154,13720,9495,1706,120686,53842
2867,328,328,44889,36356,0.66,215,42772,39858,0.12,40,32,20,328,49349,39966,328,3274,419,0.12,41,85912,43543,0.12,41,69807,36947,0.66,218,12462,8450,367,106994,46541
2868,329,329,41463,35890,0.67,221,42019,38044,0.15,50,706,-34,329,45896,38626,329,4025,636,0.12,41,143337,39809,0.13,42,131760,25654,0.71,235,8926,6524,359,105455,40089
2869,694,694,38201,34602,0.64,444,41751,37519,0.12,81,4277,2187,694,41621,36131,694,3123,300,0.11,77,102758,68727,0.11,77,88828,46971,0.66,458,10934,7037,768,87243,29349
2870,6310,6310,49653,41293,0.79,4982,53114,46176,0.13,843,191,-420,6310,52132,43417,6310,2314,822,0.08,494,105491,36162,0.08,489,84338,24600,0.73,4604,13646,9338,7032,109860,45716
2871,4816,4816,47564,40150,0.74,3574,47786,42830,0.13,620,1883,358,4816,51099,42476,4816,2516,686,0.1,459,118306,43160,0.09,456,99650,27153,0.73,3507,13010,8323,5352,113246,41677
2873,362,362,43823,36989,0.52,190,47016,41610,0.1,38,3531,1073,362,50272,40078,362,4411,296,0.15,53,154179,67317,0.15,53,125689,62717,0.7,255,11667,7299,352,112358,45430
2874,254,254,42272,39533,0.6,153,41423,37739,0.11,27,4299,1669,254,49848,45866,254,3792,466,0.13,34,128019,109322,0.12,30,122591,91134,0.73,186,10474,7429,267,111014,44442
2875,466,466,44037,35720,0.58,269,48262,36900,0.11,53,3959,2013,466,47656,38552,466,3057,518,0.13,62,107915,46488,0.12,56,99906,44193,0.71,330,11715,6601,499,105977,35105
2876,238,238,37158,30604,0.59,141,39833,33980,0.08,20,7813,2140,238,41163,34980,238,1447,150,0.12,29,174064,53614,0.12,29,141721,34412,0.59,141,10804,6951,259,102070,24643
2877,1982,1982,46325,38714,0.71,1406,46155,41327,0.1,189,1615,0,1982,50184,41880,1982,2191,514,0.1,193,112825,45000,0.09,177,94409,31311,0.72,1429,12533,8210,2215,93779,30752
2878,171,171,70099,53730,0.58,100,46664,38481,0.16,28,6500,983,171,76167,59810,171,4532,623,0.15,25,209006,86926,0.13,23,150178,51285,0.76,130,21905,16244,186,107181,32036
2879,214,214,51488,41962,0.74,159,49880,44373,0.11,24,323,1193,214,53439,43387,214,1951,547,0.11,23,119685,41513,0.1,22,94193,36626,0.74,159,13707,9643,335,66729,18887
2880,8704,8704,54346,44723,0.83,7255,55564,48051,0.13,1126,-1811,-1204,8704,56661,46620,8704,2075,836,0.07,626,107342,28354,0.07,608,79131,17064,0.77,6744,14477,9979,10727,111101,44658
2898,297,297,67795,40846,0.79,234,43476,37313,0.18,54,10643,6135,297,69032,42173,297,1100,360,0.15,46,131505,37570,0.14,43,108026,8874,0.76,225,23055,7904,304,145646,47905
2900,1406,1406,68330,60836,0.8,1128,71222,67020,0.15,209,-4391,-3375,1406,70446,63000,1406,2093,610,0.05,69,57319,18978,0.05,65,42103,8796,0.83,1171,19061,15075,1481,177898,49748
2902,9527,9527,63729,54492,0.77,7373,67583,61223,0.16,1564,-4043,-2896,9527,65986,57122,9527,2217,674,0.06,604,65595,25188,0.06,593,43721,9629,0.81,7699,17716,13345,10660,184567,84363
2903,6051,6051,62870,54991,0.78,4716,66209,61080,0.17,1053,-4121,-2763,6051,65172,57774,6051,2256,670,0.06,365,83116,28701,0.06,351,65255,13245,0.81,4908,17162,13286,6665,184213,83768
2904,8714,8714,68536,58525,0.78,6784,70260,64678,0.19,1640,-5234,-3642,8714,71112,61529,8714,2550,744,0.06,482,78110,31118,0.05,478,49866,12006,0.82,7185,19358,14716,9224,203312,96902
2905,18572,18572,62840,56379,0.86,15891,64390,60222,0.15,2695,-5100,-3802,18572,64944,58760,18572,2081,717,0.06,1106,69172,28458,0.06,1079,47262,12781,0.83,15487,16786,13539,20367,145098,66359
2906,11327,11327,63503,57570,0.87,9799,65938,62794,0.15,1668,-6492,-4920,11327,65590,60000,11327,2071,710,0.05,605,89046,28873,0.05,596,66910,13214,0.84,9528,16893,14162,12312,150580,70928
2911,3012,3012,71410,65215,0.87,2633,76018,70827,0.26,772,-8422,-6135,3012,73902,67862,3012,2391,995,0.05,164,53652,18468,0.05,153,33042,9820,0.85,2569,20338,16331,3068,138266,70132
2912,3947,3947,60275,50692,0.88,3456,63343,55148,0.21,813,-6024,-4404,3947,62306,52763,3947,1971,664,0.07,259,68693,19022,0.06,243,53507,10456,0.8,3153,17044,12683,4297,120335,35200
2913,22836,22836,66052,58470,0.86,19635,68217,63537,0.18,4186,-6133,-4379,22836,68320,60798,22836,2193,746,0.06,1421,103838,24200,0.06,1378,84408,10686,0.82,18778,18839,14843,24099,153110,60709
2914,16503,16503,67512,61376,0.9,14821,71236,66592,0.21,3433,-7312,-5007,16503,69720,63790,16503,2158,835,0.06,1022,59729,22348,0.06,997,38737,9969,0.84,13847,19113,15689,17207,133250,60448
3000,23297,23297,51761,29196,0.84,19670,46486,31480,0.1,2342,-1352,-752,23297,54247,30179,23297,2359,298,0.07,1633,128972,19393,0.06,1365,98994,9483,0.66,15346,19592,8413,31218,77799,3295
3002,3636,3636,130048,64936,0.76,2760,88196,61342,0.19,686,-5325,-1763,3636,137377,69062,3636,7224,1098,0.12,446,159317,27981,0.11,410,93574,14191,0.83,3016,54443,18007,4445,470835,55757
3003,3941,3941,59351,43618,0.88,3474,57972,46442,0.13,502,-1436,-1988,3941,61639,45155,3941,2242,428,0.09,358,66474,20323,0.08,319,45216,9024,0.75,2955,19092,11379,4948,83492,13615
3004,7360,7360,88947,56086,0.76,5577,75859,59385,0.17,1276,-1513,-1982,7360,94017,59006,7360,4899,808,0.09,654,103344,27009,0.08,604,68216,11762,0.79,5818,33782,15617,8631,307466,37190
3006,12721,12721,69895,48768,0.84,10695,66041,53857,0.15,1848,-805,-1888,12721,72745,51384,12721,2716,548,0.08,975,99205,17033,0.07,856,79374,8121,0.77,9824,24309,12832,14821,122355,17978
3008,8645,8645,65743,48937,0.84,7297,64320,53957,0.14,1236,-3366,-2975,8645,68428,51314,8645,2627,540,0.07,589,53965,20000,0.06,537,32010,8554,0.75,6504,22277,13505,9033,113366,16167
3010,51,51,134715,73287,0.84,43,141262,78001,0.16,8,-2230,-536,51,139451,78002,51,4736,1132,0.08,4,11712,13221,0.08,4,5121,5635,0.76,39,61126,20599,64,297369,40648
3011,13713,13713,53981,44932,0.87,11918,55811,48422,0.13,1791,-1967,-1680,13713,56153,46858,13713,2108,695,0.12,1623,48090,19505,0.11,1510,32033,8366,0.77,10615,14883,10193,16752,75056,25073
3012,15738,15738,55200,47285,0.86,13593,57784,51423,0.14,2251,-3122,-2622,15738,57576,49502,15738,2339,876,0.11,1794,96048,21201,0.11,1671,81467,9483,0.79,12384,15028,10900,18751,77839,33508
3013,9266,9266,72158,59056,0.86,7967,73030,62757,0.19,1767,-3228,-2307,9266,75035,61356,9266,2858,1150,0.11,1050,71812,22991,0.11,995,48372,9295,0.83,7714,21814,15465,11029,123162,64559
3015,10786,10786,72413,58404,0.85,9172,74498,63278,0.19,2098,-3317,-2422,10786,75388,60960,10786,2953,1154,0.1,1090,61167,24058,0.1,1045,39774,10053,0.83,8907,22183,15517,12637,143533,72802
3016,9890,9890,83343,55949,0.77,7613,77411,59379,0.22,2160,-2152,-1556,9890,87095,59608,9890,3647,997,0.09,925,113773,25969,0.09,881,81379,11394,0.78,7743,29971,16623,11500,239012,92788
3018,7968,7968,61481,50158,0.79,6301,64805,56661,0.19,1503,-1286,-1044,7968,64206,52204,7968,2692,915,0.08,657,80845,21000,0.08,616,61632,10838,0.78,6206,18257,12775,9480,159914,65167
3019,4477,4477,42303,36089,0.84,3764,45118,41058,0.14,627,-3287,-2220,4477,44214,38096,4477,1883,590,0.11,509,61984,23462,0.11,475,50107,12835,0.71,3195,10468,7159,5425,44747,14757
3020,22618,22618,43431,37785,0.82,18583,46698,43048,0.13,2840,-2444,-2104,22618,45431,39800,22618,1968,654,0.12,2695,60003,25783,0.11,2522,45675,12917,0.73,16462,10583,7651,27027,63082,19978
3021,25615,25615,40744,36436,0.82,20990,44058,41841,0.11,2724,-2447,-1611,25615,42653,38280,25615,1885,653,0.12,2997,52760,26460,0.11,2803,37829,11807,0.71,18214,9519,7021,31185,59525,18666
3022,1913,1913,46453,40608,0.83,1582,50404,47382,0.16,298,-3226,-1218,1913,48622,42156,1913,2165,884,0.12,220,52495,27178,0.11,207,38080,11694,0.75,1430,11542,8890,2253,78241,30199
3023,33632,33632,51082,44586,0.84,28197,54756,50258,0.16,5365,-4508,-3504,33632,53499,46828,33632,2391,997,0.1,3491,69250,27966,0.1,3317,52145,13915,0.77,25950,13428,9999,37542,75553,36768
3024,13276,13276,50391,45694,0.87,11560,54389,50910,0.09,1192,-4597,-3409,13276,52882,48003,13276,2473,1085,0.1,1267,41182,21740,0.09,1215,26316,11231,0.79,10438,12608,10015,14932,69020,33113
3025,6140,6140,55413,46929,0.8,4886,59301,52500,0.17,1034,-224,-1210,6140,57908,49034,6140,2463,804,0.11,677,92327,29805,0.1,639,75919,14692,0.77,4741,15446,11292,7233,93460,43674
3026,178,178,83577,54759,0.79,141,71736,56687,0.14,25,-8543,-4419,178,86573,58158,178,2996,845,0.05,9,58997,25786,0.05,9,43887,5434,0.87,155,27023,12939,219,115227,21301
3027,4577,4577,56590,48864,0.84,3846,61804,55210,0.21,950,-5984,-4702,4577,59021,51197,4577,2399,938,0.12,563,87889,28692,0.12,527,69509,12983,0.79,3606,15937,11848,4655,57002,29748
3028,16446,16446,50742,45017,0.85,13981,54096,50074,0.13,2173,-2494,-1947,16446,52999,47047,16446,2243,910,0.09,1528,55437,24404,0.09,1450,40155,9896,0.78,12778,13038,9825,19598,92679,39016
3029,54200,54200,48979,43341,0.84,45715,53140,49240,0.12,6356,-4928,-3740,54200,51318,45632,54200,2311,949,0.12,6766,55595,21884,0.12,6311,43000,10889,0.77,41565,12542,9410,59050,70748,29012
3030,59072,59072,55642,46922,0.83,49234,59642,52900,0.16,9337,-4462,-3490,59072,58264,49374,59072,2583,992,0.09,5453,61310,24310,0.09,5192,44164,11444,0.78,45931,15556,11096,65270,95959,38435
3031,11197,11197,65413,53429,0.87,9686,66349,57372,0.16,1752,-3362,-1912,11197,68088,55849,11197,2618,853,0.11,1249,55159,19836,0.1,1163,35708,10201,0.81,9018,19594,13740,13515,109427,38750
3032,18815,18815,65002,49469,0.84,15746,64227,53458,0.18,3420,-2612,-2090,18815,67972,51816,18815,2929,881,0.09,1748,77615,22888,0.09,1629,55096,10434,0.78,14726,19973,12354,21571,133821,41669
3033,8294,8294,58584,47286,0.78,6491,60435,52713,0.2,1696,-673,-778,8294,61296,49405,8294,2676,888,0.09,725,139338,29005,0.08,701,119172,11610,0.76,6317,17418,11977,9508,142979,69139
3034,6433,6433,55374,44835,0.76,4897,57707,50679,0.22,1432,903,-59,6433,57936,47087,6433,2493,768,0.09,577,75111,27337,0.08,542,54179,12104,0.75,4821,16085,11018,7295,155779,57785
3036,3934,3934,63782,46786,0.73,2884,60880,50075,0.22,850,-650,-786,3934,66888,49210,3934,2993,808,0.08,297,96261,38024,0.07,291,68407,18432,0.75,2960,20801,12805,4289,244363,81624
3037,28099,28099,52251,45444,0.85,23921,55697,50389,0.16,4556,-4215,-3084,28099,54816,47809,28099,2545,1101,0.09,2539,65174,28077,0.09,2422,48051,13057,0.79,22177,13526,10072,31343,82725,41075
3038,16937,16937,54130,44904,0.82,13817,56143,49351,0.21,3608,-1601,-1194,16937,56725,47170,16937,2567,960,0.08,1345,94050,28500,0.08,1309,75736,13165,0.77,13086,14861,10378,19199,126483,52145
3039,9324,9324,72958,54294,0.81,7591,69961,56911,0.19,1783,-2010,-1725,9324,76243,56876,9324,3200,927,0.09,834,107901,21266,0.08,766,81360,9754,0.79,7393,23995,14787,10768,180299,64154
3040,17416,17416,74615,52684,0.79,13749,67670,53942,0.19,3310,-1969,-1325,17416,78170,55098,17416,3501,953,0.08,1473,132235,26800,0.08,1376,102635,11351,0.79,13772,25253,13879,19414,209596,65913
3041,7935,7935,69354,52067,0.78,6167,68256,55932,0.2,1562,-1631,-1404,7935,72643,54699,7935,3147,990,0.09,676,80571,26200,0.08,652,53698,11175,0.79,6234,22429,13688,8840,209303,82552
3042,9418,9418,59114,49554,0.81,7621,61643,54924,0.18,1675,-1020,-1689,9418,61939,52196,9418,2799,1076,0.09,845,61623,25691,0.09,802,42315,12273,0.79,7433,16742,12130,10925,127450,63377
3043,9936,9936,51609,45972,0.81,8037,55198,51246,0.15,1484,-2048,-1253,9936,54199,48207,9936,2549,1080,0.09,882,49053,27388,0.09,848,31359,12204,0.77,7688,13429,10069,11939,114805,51676
3044,16196,16196,59343,49843,0.82,13344,61561,54604,0.18,2963,-892,-1305,16196,62155,52135,16196,2772,955,0.1,1627,52091,22204,0.1,1541,34810,9955,0.79,12832,16886,12157,18217,121559,53617
3046,18916,18916,50032,42810,0.81,15298,53577,48614,0.13,2389,-1362,-1353,18916,52151,44770,18916,2080,743,0.12,2355,52112,24060,0.12,2176,36312,11424,0.76,14304,13318,9524,21590,84612,31634
3047,8054,8054,38510,32584,0.77,6201,41494,38897,0.08,634,-1854,-1288,8054,40211,34091,8054,1690,503,0.18,1446,50246,27802,0.17,1348,35923,13834,0.67,5417,9269,6447,10003,46159,12400
3048,6793,6793,39752,34832,0.76,5161,43615,41447,0.1,651,-1749,-1052,6793,41513,36500,6793,1748,584,0.17,1138,69350,32915,0.16,1086,51870,16648,0.7,4774,9207,6698,8357,46169,15110
3049,5466,5466,53497,46130,0.84,4594,55886,50072,0.16,872,-3356,-2606,5466,56224,48322,5466,2694,1130,0.09,475,59829,29205,0.08,451,43014,13785,0.8,4366,13861,10126,6427,114288,51176
3051,8581,8581,58687,42385,0.84,7232,57392,46366,0.13,1130,-835,-702,8581,61195,44312,8581,2413,440,0.11,945,63420,20150,0.1,873,37609,10012,0.74,6308,19273,11261,10537,101253,17626
3052,3656,3656,63078,41227,0.83,3019,58407,44631,0.13,493,-1291,-351,3656,66526,43600,3656,3410,470,0.1,370,78992,19885,0.09,331,48433,10857,0.72,2620,22702,10997,4232,170704,20717
3053,8040,8040,54642,35969,0.82,6565,52013,38998,0.11,893,-17,-68,8040,57095,37736,8040,2374,300,0.11,896,72090,18150,0.1,798,47055,8864,0.68,5443,19426,10269,10202,117400,10679
3054,5951,5951,76536,50528,0.79,4722,68899,51588,0.15,904,810,58,5951,80513,53223,5951,3896,727,0.14,811,96015,24033,0.13,761,48956,10124,0.79,4715,26454,13453,7178,207971,40549
3055,8990,8990,59050,47292,0.85,7682,58978,50508,0.14,1291,-876,-1161,8990,61484,49046,8990,2420,770,0.11,963,54637,20295,0.1,913,33174,8347,0.79,7059,17171,11241,10751,116015,36505
3056,17104,17104,59608,47697,0.87,14829,59152,50072,0.14,2360,-107,-440,17104,62003,49853,17104,2365,685,0.12,2084,55056,20518,0.11,1940,33663,8885,0.79,13578,17269,11523,20792,97942,31256
3057,8294,8294,61317,51130,0.87,7238,61082,53453,0.13,1084,-507,-950,8294,63753,53052,8294,2425,750,0.12,1033,47671,17343,0.11,946,30105,8288,0.81,6747,17301,12301,9823,92257,33008
3058,20843,20843,56684,45759,0.83,17283,58328,50537,0.16,3269,155,-537,20843,58937,47819,20843,2213,772,0.11,2391,55723,22000,0.11,2221,37646,9848,0.78,16224,16095,11035,24533,100907,40696
3059,10075,10075,58429,47295,0.8,8010,57838,50845,0.19,1964,-1733,-1982,10075,61758,49917,10075,2954,1120,0.1,977,80343,33508,0.09,946,57865,17356,0.79,7950,16782,11212,10713,128024,46368
3060,6642,6642,44683,36606,0.76,5038,49469,44762,0.14,939,-173,-646,6642,46732,38355,6642,2041,598,0.16,1058,53793,23496,0.15,979,41167,11726,0.7,4620,12241,8301,7390,70823,24898
3061,2180,2180,43354,35050,0.72,1567,44966,41270,0.12,264,-742,-1140,2180,45365,36914,2180,1996,509,0.17,371,83546,38422,0.16,351,67089,20373,0.69,1495,11476,7606,2656,59863,16893
3062,119,119,67116,47893,0.78,93,44929,40233,0.12,14,7603,1904,119,69414,49456,119,2298,575,0.09,11,74971,56615,0.09,11,54381,12929,0.8,95,21418,11751,122,183662,46171
3063,379,379,56452,45811,0.78,294,62653,50027,0.21,81,-241,-126,379,59864,47754,379,3105,1019,0.09,34,63094,28542,0.08,32,63262,24925,0.75,285,18956,11090,404,191295,73047
3064,39671,39671,47799,42410,0.84,33238,51137,48045,0.11,4226,-3897,-3148,39671,50068,44557,39671,2254,967,0.13,5213,52216,26484,0.12,4937,37257,13023,0.77,30541,11894,8804,42865,61274,27073
3065,7025,7025,77138,50358,0.84,5880,70757,52692,0.14,1004,147,-328,7025,80534,53018,7025,3302,780,0.15,1025,102214,22214,0.14,981,69758,10639,0.8,5610,26760,13223,9193,132875,28355
3066,5670,5670,65707,52540,0.87,4907,64326,55002,0.13,744,-1287,-1170,5670,68416,55017,5670,2652,736,0.13,758,60180,22223,0.13,722,36882,10564,0.82,4660,19285,12694,7129,88191,26316
3067,6291,6291,68021,53889,0.86,5406,64664,56639,0.13,806,-2069,-1662,6291,70857,56286,6291,2739,785,0.12,750,139624,20602,0.11,697,105539,9111,0.82,5147,20881,13515,7244,114974,31526
3068,12626,12626,79037,55398,0.82,10334,73188,57098,0.17,2173,-969,-585,12626,83244,58344,12626,4141,970,0.15,1877,95156,25018,0.14,1771,56622,10361,0.81,10241,26814,14548,15441,188028,50246
3070,16012,16012,70339,52725,0.83,13363,68283,55435,0.17,2723,286,-308,16012,73223,55226,16012,2849,894,0.14,2237,70790,21030,0.13,2082,45067,9538,0.81,12931,22111,13660,19042,142160,52427
3071,11545,11545,61134,48787,0.84,9755,60840,51678,0.15,1753,226,-241,11545,63479,50782,11545,2315,774,0.13,1511,63901,20565,0.12,1441,43438,8703,0.81,9381,17201,11399,13776,106748,44191
3072,19702,19702,54641,45100,0.83,16429,56198,49203,0.16,3091,-12,-571,19702,56830,47052,19702,2146,696,0.12,2354,61545,19947,0.11,2205,43924,8932,0.77,15254,15184,10447,23354,92630,37557
3073,26751,26751,48798,42039,0.81,21717,51096,46592,0.14,3757,1137,-161,26751,50838,43839,26751,2013,646,0.11,3073,47650,23452,0.11,2899,31744,10200,0.75,20131,12719,9256,31374,83740,33942
3074,9920,9920,43162,37882,0.8,7936,46170,43530,0.14,1386,522,-81,9920,45058,39556,9920,1879,655,0.13,1245,56743,26826,0.12,1159,42753,12676,0.72,7171,10589,7684,12045,64753,24635
3075,10709,10709,43992,38765,0.8,8592,47407,44182,0.14,1505,-345,-797,10709,46000,40580,10709,1971,701,0.13,1339,52102,27175,0.12,1245,36770,13184,0.73,7841,10702,7922,12635,64549,27265
3076,17756,17756,47173,41932,0.83,14815,50305,46800,0.13,2226,-2982,-2759,17756,49397,43860,17756,2214,894,0.11,2008,50765,25593,0.11,1901,34800,11752,0.76,13573,11691,8688,19799,70729,32016
3078,7362,7362,74662,53014,0.82,6003,69162,55454,0.18,1340,-108,-58,7362,77959,55410,7362,3266,894,0.12,911,88994,21718,0.11,846,55189,9359,0.8,5909,24682,14143,8462,183700,61713
3079,10814,10814,85255,54740,0.75,8085,75495,56696,0.21,2226,-1415,-306,10814,89374,58141,10814,3949,822,0.1,1096,125605,30780,0.1,1029,82234,11964,0.78,8396,31685,16288,11887,269607,84449
3081,7072,7072,49943,42246,0.82,5790,52978,47415,0.12,818,-2160,-1466,7072,52270,44053,7072,2290,734,0.13,951,50827,25689,0.13,904,33484,11802,0.75,5308,13434,9578,8739,81914,29886
3082,17624,17624,50031,43760,0.84,14793,52558,47850,0.17,3012,-2079,-1467,17624,52319,45745,17624,2273,891,0.09,1534,69214,26577,0.08,1468,57279,11322,0.78,13719,12703,9405,20044,98330,43072
3083,17581,17581,48789,39363,0.79,13900,51443,44968,0.18,3101,-1808,-1460,17581,50867,41099,17581,2057,599,0.09,1621,56015,22772,0.09,1507,37673,11095,0.71,12543,13971,9308,20042,107899,39152
3084,16026,16026,66874,49198,0.75,12065,68229,54746,0.19,3123,-13014,-739,16026,69996,51868,16026,3069,770,0.1,1540,113233,23670,0.09,1437,84505,10631,0.76,12116,23678,13944,18052,224453,80059
